user_id,role,n_validation_received,n_received_agree,n_received_disagree,n_received_unsure,n_received_tie,n_received_curb_ramp,n_received_curb_ramp_agree,n_received_curb_ramp_disagree,n_received_curb_ramp_unsure,n_received_curb_ramp_tie,n_received_missing_curb_ramp,n_received_missing_curb_ramp_agree,n_received_missing_curb_ramp_disagree,n_received_missing_curb_ramp_unsure,n_received_missing_curb_ramp_tie,n_received_obstacle,n_received_obstacle_agree,n_received_obstacle_disagree,n_received_obstacle_unsure,n_received_obstacle_tie,n_received_surface_problem,n_received_surface_problem_agree,n_received_surface_problem_disagree,n_received_surface_problem_unsure,n_received_surface_problem_tie,n_validation_given,n_given_agree,n_given_disagree,n_given_unsure,n_given_curb_ramp,n_given_curb_ramp_agree,n_given_curb_ramp_disagree,n_given_curb_ramp_unsure,n_given_missing_curb_ramp,n_given_missing_curb_ramp_agree,n_given_missing_curb_ramp_disagree,n_given_missing_curb_ramp_unsure,n_given_obstacle,n_given_obstacle_agree,n_given_obstacle_disagree,n_given_obstacle_unsure,n_given_surface_problem,n_given_surface_problem_agree,n_given_surface_problem_disagree,n_given_surface_problem_unsure,n_audit_mission,n_validation_mission,high_quality_manual,meters_audited,n_label,n_label_with_tag,n_label_with_description,n_label_with_severity,label_severity_min,label_severity_max,label_severity_mean,label_severity_sd,n_curb_ramp,n_curb_ramp_with_tag,n_curb_ramp_with_description,n_curb_ramp_with_severity,curb_ramp_severity_min,curb_ramp_severity_max,curb_ramp_severity_mean,curb_ramp_severity_sd,n_missing_curb_ramp,n_missing_curb_ramp_with_tag,n_missing_curb_ramp_with_description,n_missing_curb_ramp_with_severity,missing_curb_ramp_severity_min,missing_curb_ramp_severity_max,missing_curb_ramp_severity_mean,missing_curb_ramp_severity_sd,n_obstacle,n_obstacle_with_tag,n_obstacle_with_description,n_obstacle_with_severity,obstacle_severity_min,obstacle_severity_max,obstacle_severity_mean,obstacle_severity_sd,n_surface_problem,n_surface_problem_with_tag,n_surface_problem_with_description,n_surface_problem_with_severity,surface_problem_severity_min,surface_problem_severity_max,surface_problem_severity_mean,surface_problem_severity_sd,n_no_sidewalk,n_no_sidewalk_with_tag,n_no_sidewalk_with_description,n_no_sidewalk_with_severity,no_sidewalk_severity_min,no_sidewalk_severity_max,no_sidewalk_severity_mean,no_sidewalk_severity_sd,tutorial_minutes,tutorial_error_count
162b0d5c-45e2-4132-820e-405d53af9c6a,Anonymous,14,10,2,0,2,10,9,1,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,40,28,9,3,10,9,1,0,10,10,0,0,0,0,0,0,20,9,8,3,1,4,,76.19999694824219,23,15,0,23,1,5,3.0434782608695652,1.3306956782609210,11,3,0,11,1,5,2.2727272727272727,1.4206272622267314,4,4,0,4,2,4,3.0000000000000000,0.81649658092772603273,0,0,0,0,,,,,0,0,0,0,,,,,8,8,0,8,4,5,4.1250000000000000,0.35355339059327376220,,
206babc6-f877-450f-8eb7-d8bee3146702,Anonymous,14,13,0,0,1,11,11,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150.37091064453125,22,0,0,21,1,4,1.3809523809523810,0.80474781616295649259,19,0,0,18,1,2,1.1111111111111111,0.32338083338177729803,1,0,0,1,4,4,4.0000000000000000,,2,0,0,2,2,3,2.5000000000000000,0.70710678118654752440,0,0,0,0,,,,,0,0,0,0,,,,,7.35,0
240d87e8-927b-4d26-ad67-3c1408e2e705,Registered,43,37,4,2,0,29,26,2,1,0,1,1,0,0,0,8,6,1,1,0,5,4,1,0,0,60,52,8,0,20,18,2,0,10,7,3,0,0,0,0,0,30,27,3,0,2,6,,409.8342819213867,50,15,1,49,1,5,1.6734693877551020,1.2810762906966290,33,1,0,33,1,5,1.2727272727272727,0.76127882838382846062,1,1,0,1,3,3,3.0000000000000000,,8,5,1,7,1,5,2.1428571428571429,1.6761634196950515,5,5,0,5,1,2,1.4000000000000000,0.54772255750516611346,3,3,0,3,5,5,5.0000000000000000,0,12.88,0
24b9c945-08fe-4392-84a3-1066a5b633bc,Anonymous,39,33,2,3,1,27,26,0,1,0,0,0,0,0,0,11,7,2,2,0,1,0,0,0,1,10,8,2,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,3,1,,510.1645202636719,52,15,1,41,1,3,1.4878048780487805,0.74571949215211597290,40,4,0,31,1,3,1.2258064516129032,0.61696447328053061944,0,0,0,0,,,,,11,10,0,10,2,3,2.3000000000000000,0.48304589153964795245,1,1,1,0,,,,,0,0,0,0,,,,,5.02,0
2928f5ec-4a8d-42d2-84f9-252771e359da,Anonymous,15,13,1,0,1,10,10,0,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,152.39999389648438,20,7,0,20,1,3,1.6500000000000000,0.74515982037059462088,12,3,0,12,1,2,1.4166666666666667,0.51492865054443722565,6,2,0,6,1,3,1.6666666666666667,0.81649658092772603273,0,0,0,0,,,,,0,0,0,0,,,,,2,2,0,2,3,3,3.0000000000000000,0,7.79,0
29576e78-7d11-46a2-902e-51b7a0faeefb,Registered,149,97,31,2,19,54,52,1,1,0,3,2,1,0,0,25,13,12,0,0,67,30,17,1,19,70,67,2,1,10,10,0,0,30,28,1,1,10,10,0,0,20,19,1,0,13,7,,3376.597557067871,267,223,1,262,1,5,2.3206106870229008,1.2271961349359869,123,111,0,120,1,5,1.7083333333333333,0.80331072646224494435,3,2,0,3,3,3,3.0000000000000000,0,42,15,1,41,1,5,2.6585365853658537,1.0865025563145486,72,70,0,71,1,5,2.1408450704225352,0.66107649541999349782,27,25,0,27,4,5,4.9259259259259259,0.26688025634181188914,11.52,0
2d0fda37-89ce-45b5-98e2-e4a4ac6a0320,Registered,58,39,13,1,5,12,11,0,1,0,24,8,11,0,5,11,9,2,0,0,11,11,0,0,0,710,541,168,1,290,255,35,0,210,125,84,1,50,37,13,0,160,124,36,0,48,71,,7154.179504394531,107,16,2,96,1,4,1.9166666666666667,0.95880042011569596919,20,0,0,20,1,1,1.00000000000000000000,0,24,0,0,15,1,3,1.7333333333333333,0.79880863671798021893,19,1,0,19,1,4,2.1578947368421053,1.1672930649220892,17,15,0,17,1,2,1.4117647058823529,0.50729965619589235854,25,0,0,24,2,3,2.9166666666666667,0.28232985128663995363,,
2d2a4eba-68a4-46d7-a583-6a6b7e44e897,Registered,13,12,0,1,0,10,9,0,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,30,19,11,0,10,10,0,0,10,4,6,0,0,0,0,0,10,5,5,0,3,3,,533.3999938964844,17,12,0,15,1,5,2.5333333333333333,1.5976172734359604,12,8,0,10,1,2,1.7000000000000000,0.48304589153964795245,2,2,0,2,5,5,5.0000000000000000,0,1,1,0,1,1,1,1.00000000000000000000,,0,0,0,0,,,,,2,1,0,2,5,5,5.0000000000000000,0,5.02,3
2dea598b-f778-4c2e-9527-6aadb01dae01,Registered,138,112,20,5,1,41,39,2,0,0,15,9,5,0,1,17,15,1,1,0,65,49,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,,3111.5563735961914,286,227,1,272,1,5,2.8713235294117647,1.4096351671750300,95,52,0,91,1,3,1.6263736263736264,0.62624722928376472426,15,10,0,14,2,5,3.3571428571428571,0.92878273166406503628,23,22,1,22,1,4,2.5000000000000000,0.67259270913454925805,74,72,0,68,2,5,2.5588235294117647,0.58289941635530681923,79,71,0,77,2,5,4.6363636363636364,0.93060663447773210675,4.51,0
33b88894-45e4-46ea-b15a-89c6f046a605,Anonymous,13,10,3,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,10,0,0,0,0,0,20,15,5,0,10,5,5,0,0,0,0,0,4,3,,327.0243167877197,30,6,0,30,1,4,1.5333333333333333,0.89955289021760725746,26,2,0,26,1,3,1.2692307692307692,0.60383390482431889971,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,0,0,0,0,,,,,3,3,0,3,3,3,3.0000000000000000,0,3.30,2
33fa5c91-b1a3-4c11-985d-d336a2612394,Anonymous,18,10,6,0,2,8,3,5,0,0,10,7,1,0,2,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,10,9,1,0,0,0,0,0,1,1,,152.39999389648438,18,11,0,17,1,5,3.2352941176470588,1.9852396506689653,8,1,0,8,1,3,1.2500000000000000,0.70710678118654752440,10,10,0,9,5,5,5.0000000000000000,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,7.88,6
358083c0-7a44-499d-927c-a643f15fd017,Registered,16,14,0,1,1,10,9,0,0,1,0,0,0,0,0,1,1,0,0,0,5,4,0,1,0,280,270,6,4,80,80,0,0,120,115,2,3,0,0,0,0,80,75,4,1,0,28,,74.22225570678711,18,10,2,18,1,5,3.2777777777777778,1.4473324572571657,10,4,2,10,1,5,2.8000000000000000,1.6193277068654826,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,5,4,0,5,2,4,3.4000000000000000,0.89442719099991587856,1,0,0,1,5,5,5.0000000000000000,,12.09,1
397eb14e-fa12-4451-bafe-df3daf2b54ca,Registered,52,44,5,3,0,37,35,1,1,0,2,1,1,0,0,6,3,2,1,0,7,5,1,1,0,60,42,9,9,10,9,0,1,30,17,9,4,10,9,0,1,10,7,0,3,11,6,,1523.9999389648438,113,39,14,112,1,5,1.6607142857142857,0.87563178147610467544,90,18,11,90,1,4,1.3444444444444444,0.56411631422963205132,2,2,0,2,3,4,3.5000000000000000,0.70710678118654752440,6,6,0,6,2,3,2.5000000000000000,0.54772255750516611346,7,7,0,6,2,4,3.0000000000000000,0.63245553203367586640,6,6,1,6,3,3,3.0000000000000000,0,6.52,1
3a384884-1f7e-4d76-879a-eff0afa0beaf,Registered,14,11,3,0,0,11,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,91,8,11,30,28,2,0,30,25,2,3,0,0,0,0,50,38,4,8,7,11,,1752.5999450683594,16,5,0,12,1,5,2.2500000000000000,1.5447859516333117,12,2,0,9,1,4,1.5555555555555556,1.0137937550497033,3,2,0,2,4,5,4.5000000000000000,0.70710678118654752440,0,0,0,0,,,,,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,21.84,5
3b67ce16-171d-44bc-8a0f-35b8fcd84296,Anonymous,11,9,2,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,6,4,2,0,0,70,69,0,1,20,20,0,0,0,0,0,0,0,0,0,0,50,49,0,1,1,7,,76.19999694824219,26,26,1,24,2,5,3.8333333333333333,1.1293194051465598,3,3,1,3,2,3,2.3333333333333333,0.57735026918962576451,2,2,0,2,3,3,3.0000000000000000,0,0,0,0,0,,,,,6,6,0,4,3,3,3.0000000000000000,0,15,15,0,15,3,5,4.4666666666666667,0.91547541643412691655,3.62,0
3c38ea4c-4b67-42be-84a3-327c277ac200,Registered,10,9,1,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,1,1,,152.39999389648438,20,19,0,20,2,3,2.5000000000000000,0.51298917604257704773,11,10,0,11,2,3,2.0909090909090909,0.30151134457776362265,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,9,9,0,9,3,3,3.0000000000000000,0,,
3e89bdad-1bf0-45db-81fb-05c90ab2c415,Anonymous,20,11,6,1,2,0,0,0,0,0,3,1,2,0,0,8,3,3,0,2,9,7,1,1,0,20,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,20,12,1,7,2,2,,304.79998779296875,51,41,0,51,2,5,3.9607843137254902,1.1482296689029680,0,0,0,0,,,,,3,3,0,3,2,3,2.6666666666666667,0.57735026918962576451,8,8,0,8,2,5,3.2500000000000000,1.1649647450214350,9,9,0,9,2,4,3.0000000000000000,0.86602540378443864676,31,21,0,31,3,5,4.5483870967741935,0.85004743700648278737,13.55,1
3f025fb8-8f0f-467f-aeb2-eb842c999720,Anonymous,21,16,5,0,0,15,12,3,0,0,3,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,838.1999816894531,29,12,0,24,1,5,2.0833333333333333,1.3160106602801569,18,3,0,15,1,2,1.2000000000000000,0.41403933560541253068,3,1,0,3,3,3,3.0000000000000000,0,0,0,0,0,,,,,3,3,0,3,3,4,3.3333333333333333,0.57735026918962576451,5,5,0,3,3,5,4.3333333333333333,1.1547005383792515,5.56,3
4075edf6-98bd-4938-a072-d09b059645a5,Anonymous,6,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,140.4923858642578,12,12,4,12,3,5,4.1666666666666667,0.71774056256527340808,0,0,0,0,,,,,1,1,0,1,4,4,4.0000000000000000,,0,0,0,0,,,,,9,9,3,9,3,5,4.2222222222222222,0.83333333333333333333,2,2,1,2,4,4,4.0000000000000000,0,1.70,1
414ea909-3b6a-4bcc-b078-f90f311b6d7d,Anonymous,13,10,2,1,0,8,6,1,1,0,3,2,1,0,0,1,1,0,0,0,1,1,0,0,0,20,16,4,0,0,0,0,0,10,6,4,0,0,0,0,0,10,10,0,0,1,2,,76.19999694824219,13,6,0,13,1,5,2.0000000000000000,1.4719601443879745,8,2,0,8,1,3,1.3750000000000000,0.74402380914284495189,3,2,0,3,1,5,2.3333333333333333,2.3094010767585031,1,1,0,1,4,4,4.0000000000000000,,1,1,0,1,4,4,4.0000000000000000,,0,0,0,0,,,,,4.55,3
41ff3013-b756-4bc8-9c74-dcfa74e64659,Registered,28,19,6,2,1,15,13,1,1,0,1,0,0,0,1,11,5,5,1,0,1,1,0,0,0,40,36,4,0,30,30,0,0,10,6,4,0,0,0,0,0,0,0,0,0,3,4,,533.3999938964844,45,40,0,45,1,5,2.3777777777777778,1.3699517059983088,19,18,0,19,1,3,1.9473684210526316,0.52426501043803280242,1,1,0,1,5,5,5.0000000000000000,,12,8,0,12,1,3,1.6666666666666667,0.77849894416152297092,1,1,0,1,1,1,1.00000000000000000000,,12,12,0,12,1,5,3.6666666666666667,1.7232808737106583,51.32,3
44045ecf-fbc9-4029-ace6-3bb81de77ffb,Anonymous,42,36,6,0,0,33,32,1,0,0,5,2,3,0,0,4,2,2,0,0,0,0,0,0,0,60,41,19,0,10,10,0,0,20,16,4,0,10,7,3,0,20,8,12,0,5,6,,1187.6690979003906,79,12,1,72,1,5,1.6527777777777778,1.2799617316266901,61,9,1,55,1,3,1.1090909090909091,0.36881829676269590807,5,1,0,5,3,4,3.2000000000000000,0.44721359549995793928,4,1,0,3,1,1,1.00000000000000000000,0,1,1,0,1,2,2,2.0000000000000000,,8,0,0,8,2,5,4.6250000000000000,1.0606601717798213,7.59,5
44e1889b-6087-4570-b51d-9561c9607978,Registered,46,37,7,1,1,22,21,1,0,0,3,1,2,0,0,11,6,3,1,1,10,9,1,0,0,40,39,0,1,30,30,0,0,10,9,0,1,0,0,0,0,0,0,0,0,6,4,,788.2575798034668,92,64,6,78,1,5,3.0641025641025641,1.3027417998729438,51,31,5,48,1,4,2.2083333333333333,0.71334791527483302417,3,3,0,2,3,3,3.0000000000000000,0,15,13,1,11,3,5,4.2727272727272727,0.78624539310689648188,10,10,0,9,4,5,4.4444444444444444,0.52704627669472988867,9,7,0,8,5,5,5.0000000000000000,0,19.93,1
46118cf8-09ad-4d76-a0a2-73cf697c460c,Registered,240,222,16,2,0,110,100,8,2,0,14,10,4,0,0,13,13,0,0,0,103,99,4,0,0,200,142,52,6,40,38,1,1,80,40,38,2,20,9,8,3,60,55,5,0,96,20,,16685.459381103516,644,430,2,636,1,5,3.1776729559748428,1.4169518998803578,296,86,0,293,1,5,2.0068259385665529,0.79808492553485967618,14,14,0,14,2,5,3.5000000000000000,0.94053994312596028915,20,17,1,20,2,5,3.5500000000000000,1.0500626547722609,123,122,0,122,2,5,3.2704918032786885,0.80326693736237596301,191,191,1,187,3,5,4.8877005347593583,0.36398120616396213874,4.38,1
47ad265f-32ed-4f13-917e-eae097d5163b,Registered,54,34,15,2,3,14,12,0,1,1,0,0,0,0,0,30,16,14,0,0,10,6,1,1,2,10,8,1,1,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,1,1,,152.39999389648438,98,57,12,85,1,5,2.0941176470588235,1.0759661152808173,24,14,0,23,1,2,1.6086956521739130,0.49901087934784536260,0,0,0,0,,,,,64,35,12,53,1,5,2.2830188679245283,1.2615216466718955,10,8,0,9,2,3,2.2222222222222222,0.44095855184409843175,0,0,0,0,,,,,17.05,1
490a568a-16ef-4b83-ba96-9ab728aa8f4c,Registered,156,149,5,2,0,98,95,2,1,0,9,8,1,0,0,9,9,0,0,0,40,37,2,1,0,131,96,35,0,41,41,0,0,40,20,20,0,10,8,2,0,40,27,13,0,26,13,,7211.819023132324,911,663,1,879,1,5,2.4994311717861206,1.0734684569199768,231,26,0,229,1,5,1.2576419213973799,0.67472907700624222388,9,5,0,9,1,5,3.1111111111111111,1.2692955176439847,10,10,0,10,1,5,2.3000000000000000,1.3374935098492586,50,43,0,49,1,5,2.4693877551020408,1.1565401134476942,610,579,1,582,1,5,2.9845360824742268,0.74313938984591888935,,
4d5d1a9f-e33b-415f-ab68-bffd25216333,Registered,20,12,5,2,1,11,8,2,1,0,1,0,0,0,1,1,1,0,0,0,7,3,3,1,0,60,53,6,1,10,7,2,1,30,27,3,0,0,0,0,0,20,19,1,0,5,6,,669.2693367004395,39,17,1,31,1,5,3.5483870967741935,1.6500244377466930,16,5,0,16,1,5,2.2500000000000000,1.2909944487358056,1,1,0,1,5,5,5.0000000000000000,,1,0,0,1,5,5,5.0000000000000000,,7,7,0,2,4,5,4.5000000000000000,0.70710678118654752440,14,4,1,11,5,5,5.0000000000000000,0,4.24,1
4e8e59ae-b749-4a27-9283-05d9e0d49434,Registered,66,39,18,4,5,27,24,2,1,0,2,2,0,0,0,31,9,15,3,4,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,838.1999816894531,125,86,6,118,1,5,1.9322033898305085,1.3443697952249586,43,17,0,42,1,5,1.5714285714285714,0.94075364554318228613,2,2,0,2,4,5,4.5000000000000000,0.70710678118654752440,61,59,2,61,1,5,1.6721311475409836,1.1650652553313604,6,6,0,6,2,3,2.6666666666666667,0.51639777949432225136,11,2,4,7,5,5,5.0000000000000000,0,17.71,2
4f9a7612-2dac-439a-8ea4-46eec3a713db,Registered,53,47,1,0,5,32,32,0,0,0,1,0,1,0,0,1,1,0,0,0,19,14,0,0,5,20,18,2,0,10,10,0,0,0,0,0,0,0,0,0,0,10,8,2,0,2,2,,455.0025329589844,63,16,18,60,1,2,1.3500000000000000,0.48099473199130760387,42,0,0,40,1,2,1.0250000000000000,0.15811388300841896660,1,0,1,1,2,2,2.0000000000000000,,1,1,0,1,2,2,2.0000000000000000,,19,15,17,18,2,2,2.0000000000000000,0,0,0,0,0,,,,,15.79,2
