user_id,role,n_validation_received,n_received_agree,n_received_disagree,n_received_unsure,n_received_tie,n_received_curb_ramp,n_received_curb_ramp_agree,n_received_curb_ramp_disagree,n_received_curb_ramp_unsure,n_received_curb_ramp_tie,n_received_missing_curb_ramp,n_received_missing_curb_ramp_agree,n_received_missing_curb_ramp_disagree,n_received_missing_curb_ramp_unsure,n_received_missing_curb_ramp_tie,n_received_obstacle,n_received_obstacle_agree,n_received_obstacle_disagree,n_received_obstacle_unsure,n_received_obstacle_tie,n_received_surface_problem,n_received_surface_problem_agree,n_received_surface_problem_disagree,n_received_surface_problem_unsure,n_received_surface_problem_tie,n_validation_given,n_given_agree,n_given_disagree,n_given_unsure,n_given_curb_ramp,n_given_curb_ramp_agree,n_given_curb_ramp_disagree,n_given_curb_ramp_unsure,n_given_missing_curb_ramp,n_given_missing_curb_ramp_agree,n_given_missing_curb_ramp_disagree,n_given_missing_curb_ramp_unsure,n_given_obstacle,n_given_obstacle_agree,n_given_obstacle_disagree,n_given_obstacle_unsure,n_given_surface_problem,n_given_surface_problem_agree,n_given_surface_problem_disagree,n_given_surface_problem_unsure,n_audit_mission,n_validation_mission,high_quality_manual,meters_audited,n_label,n_label_with_tag,n_label_with_description,n_label_with_severity,label_severity_min,label_severity_max,label_severity_mean,label_severity_sd,n_curb_ramp,n_curb_ramp_with_tag,n_curb_ramp_with_description,n_curb_ramp_with_severity,curb_ramp_severity_min,curb_ramp_severity_max,curb_ramp_severity_mean,curb_ramp_severity_sd,n_missing_curb_ramp,n_missing_curb_ramp_with_tag,n_missing_curb_ramp_with_description,n_missing_curb_ramp_with_severity,missing_curb_ramp_severity_min,missing_curb_ramp_severity_max,missing_curb_ramp_severity_mean,missing_curb_ramp_severity_sd,n_obstacle,n_obstacle_with_tag,n_obstacle_with_description,n_obstacle_with_severity,obstacle_severity_min,obstacle_severity_max,obstacle_severity_mean,obstacle_severity_sd,n_surface_problem,n_surface_problem_with_tag,n_surface_problem_with_description,n_surface_problem_with_severity,surface_problem_severity_min,surface_problem_severity_max,surface_problem_severity_mean,surface_problem_severity_sd,n_no_sidewalk,n_no_sidewalk_with_tag,n_no_sidewalk_with_description,n_no_sidewalk_with_severity,no_sidewalk_severity_min,no_sidewalk_severity_max,no_sidewalk_severity_mean,no_sidewalk_severity_sd,tutorial_minutes,tutorial_error_count
3abde365-76c6-4eec-bcba-01fab91f6217,Registered,18,12,6,0,0,6,5,1,0,0,0,0,0,0,0,3,3,0,0,0,9,4,5,0,0,20,17,2,1,0,0,0,0,10,8,2,0,0,0,0,0,10,9,0,1,3,2,,302.8468246459961,18,13,0,18,1,4,2.1111111111111111,0.96338184286574484557,6,1,0,6,1,3,1.3333333333333333,0.81649658092772603273,0,0,0,0,,,,,3,3,0,3,2,4,3.3333333333333333,1.1547005383792515,9,9,0,9,2,3,2.2222222222222222,0.44095855184409843175,0,0,0,0,,,,,2.09,1
3ca93bc2-09a8-41ac-96c1-4ada72269b1f,Researcher,626,552,32,8,34,343,315,22,4,2,37,30,2,0,5,42,32,2,4,4,204,175,6,0,23,1590,802,759,29,580,518,60,2,600,22,568,10,0,0,0,0,410,262,131,17,115,159,,16708.30237054825,736,449,79,712,1,5,2.3553370786516854,1.2135543216365560,399,141,68,381,1,5,1.6404199475065617,0.78763057866182108504,39,22,0,38,1,5,4.0000000000000000,0.98639392383214373335,43,41,3,43,1,5,3.2558139534883721,1.1770225400563341,206,198,8,205,1,5,2.7414634146341463,0.81438525165656953866,49,47,0,45,3,5,4.4000000000000000,0.83666002653407554798,5.59,2
3e25ea1d-f762-421a-b98b-3cba36e1bbfb,Researcher,26,24,1,0,1,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,170,130,31,9,60,58,1,1,50,22,25,3,0,0,0,0,60,50,5,5,3,17,,354.28739166259766,28,12,0,28,1,3,1.4642857142857143,0.74446813513595343996,22,6,0,22,1,3,1.3636363636363636,0.65795169495976898838,0,0,0,0,,,,,0,0,0,0,,,,,4,4,0,4,1,2,1.2500000000000000,0.50000000000000000000,2,2,0,2,3,3,3.0000000000000000,0,0.42,1
3f2b07bd-c043-4979-8b8b-ca57c3a50e49,Registered,25,23,2,0,0,19,17,2,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,20,8,10,2,10,8,0,2,10,0,10,0,0,0,0,0,0,0,0,0,3,2,,424.70250701904297,27,8,0,26,1,4,1.4230769230769231,0.90213422163564654685,21,2,0,20,1,2,1.1000000000000000,0.30779350562554622863,0,0,0,0,,,,,3,3,0,3,1,4,2.6666666666666667,1.5275252316519467,3,3,0,3,1,4,2.3333333333333333,1.5275252316519467,0,0,0,0,,,,,3.90,4
41adc1f7-d250-4cd2-b2b0-2628e7da5fc9,Registered,39,17,20,0,2,33,17,16,0,0,5,0,3,0,2,0,0,0,0,0,1,0,1,0,0,30,18,12,0,0,0,0,0,10,4,6,0,0,0,0,0,20,14,6,0,3,3,,304.79998779296875,50,5,0,49,1,3,1.5306122448979592,0.81909606722712249603,44,3,0,43,1,3,1.3255813953488372,0.64442407778308382593,5,2,0,5,3,3,3.0000000000000000,0,0,0,0,0,,,,,1,0,0,1,3,3,3.0000000000000000,,0,0,0,0,,,,,1.97,2
438c0967-510c-4d68-b323-2c20b2c2ad36,Registered,71,37,27,0,7,42,32,10,0,0,24,3,15,0,6,0,0,0,0,0,5,2,2,0,1,80,72,6,2,20,18,2,0,30,29,1,0,0,0,0,0,30,25,3,2,5,8,f,722.8670806884766,93,67,3,90,1,5,2.7111111111111111,1.2829429339550799,58,36,1,56,1,4,1.9285714285714286,0.84975168259787640030,24,21,2,24,3,5,4.2083333333333333,0.58822996587527159777,0,0,0,0,,,,,5,5,0,4,2,4,3.2500000000000000,0.95742710775633810998,6,5,0,6,3,4,3.6666666666666667,0.51639777949432225136,3.80,1
4a68735c-6f21-49d2-b074-0c8dbecc4eca,Registered,23,18,5,0,0,8,7,1,0,0,1,1,0,0,0,3,2,1,0,0,11,8,3,0,0,20,10,8,2,10,5,4,1,0,0,0,0,10,5,4,1,0,0,0,0,3,2,,304.79998779296875,25,24,2,25,1,5,3.0800000000000000,1.1874342087037917,8,7,0,8,1,5,3.0000000000000000,1.1952286093343937,1,1,0,1,3,3,3.0000000000000000,,3,3,0,3,1,4,3.0000000000000000,1.7320508075688773,11,11,0,11,1,5,3.1818181818181818,1.2504544628399563,0,0,0,0,,,,,5.59,3
4d0dc67b-0d9c-43bc-b815-a9f1b53b0c6c,Registered,30,6,22,1,1,6,5,1,0,0,10,0,9,0,1,6,1,5,0,0,8,0,7,1,0,30,26,2,2,0,0,0,0,20,16,2,2,0,0,0,0,10,10,0,0,9,3,,1217.2361755371094,36,14,0,12,1,3,2.3333333333333333,0.88762536459859453410,6,0,0,3,1,1,1.00000000000000000000,0,10,5,0,3,3,3,3.0000000000000000,0,6,2,0,2,2,2,2.0000000000000000,0,8,4,0,2,3,3,3.0000000000000000,0,6,3,0,2,3,3,3.0000000000000000,0,2.80,1
4eb91055-3994-4946-91be-375dd84b1054,Registered,26,19,6,0,1,19,18,1,0,0,4,0,3,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,828.9839553833008,31,13,0,27,1,4,1.7407407407407407,1.0225380411427467,24,6,0,22,1,4,1.5909090909090909,1.0537502599713133,4,4,0,4,2,3,2.2500000000000000,0.50000000000000000000,0,0,0,0,,,,,3,3,0,1,3,3,3.0000000000000000,,0,0,0,0,,,,,3.09,0
4f815d2d-9796-4d3d-908a-4acccf39df35,Registered,76,60,11,1,4,16,11,4,1,0,6,5,1,0,0,21,18,1,0,2,33,26,5,0,2,110,72,27,11,50,35,13,2,10,2,7,1,30,16,7,7,20,19,0,1,21,11,,3075.197943210602,96,94,2,92,2,5,3.8586956521739130,1.0118150564961549,18,18,0,15,2,4,3.1333333333333333,0.63994047342218441982,6,6,0,6,3,5,4.3333333333333333,1.0327955589886445,21,20,1,20,2,5,4.2000000000000000,1.0563093645728085,33,33,0,33,2,5,3.8484848484848485,1.0037807318213264,16,16,0,16,3,5,4.0000000000000000,0.89442719099991587856,12.07,3
526e171f-77e7-4770-ab2d-50ff0f18e835,Registered,33,12,17,0,4,11,6,5,0,0,12,4,6,0,2,4,1,2,0,1,6,1,4,0,1,70,63,7,0,10,10,0,0,30,24,6,0,10,9,1,0,20,20,0,0,8,7,,1269.2451611310244,58,40,0,48,1,5,3.7708333333333333,1.4475156021403418,17,9,0,13,1,5,2.8461538461538462,1.2142318453899051,12,8,0,11,1,5,4.4545454545454545,1.2933395813657265,5,3,0,5,1,5,3.4000000000000000,2.1908902300206645,6,4,0,5,1,4,2.8000000000000000,1.0954451150103322,18,16,0,14,3,5,4.5714285714285714,0.85163062725264013061,4.60,3
54b06865-030a-4c01-9589-d1be87bbe589,Registered,156,121,23,0,12,84,73,10,0,1,20,4,10,0,6,6,5,0,0,1,46,39,3,0,4,101,87,13,1,30,29,1,0,20,14,6,0,10,9,1,0,41,35,5,1,18,10,,2438.39990234375,218,147,0,200,1,5,2.8900000000000000,1.6033570309959729,105,38,0,103,1,5,1.7087378640776699,1.10817875638421956786,20,17,0,19,1,5,4.0000000000000000,1.00000000000000000000,6,6,0,4,3,5,4.5000000000000000,1.00000000000000000000,46,45,0,37,2,5,3.5405405405405405,0.90045033778149631544,41,41,0,37,3,5,4.7837837837837838,0.53412103992005902378,2.96,0
6151ae75-6aa5-41f2-9e4f-d7480de7a058,Registered,36,19,13,2,2,13,11,2,0,0,6,0,5,1,0,2,0,1,1,0,15,8,5,0,2,80,49,31,0,20,13,7,0,0,0,0,0,20,6,14,0,40,30,10,0,8,7,,809.5264282226562,50,23,1,34,1,5,2.6764705882352941,1.8376630125225851,20,0,0,16,1,1,1.00000000000000000000,0,6,2,0,6,1,5,3.5000000000000000,1.7606816861659009,5,4,0,2,4,5,4.5000000000000000,0.70710678118654752440,15,15,0,7,3,5,4.2857142857142857,0.95118973121134185313,4,2,1,3,5,5,5.0000000000000000,0,4.15,3
6166b340-cc09-40e8-bf92-02c08d1ba094,Registered,54,43,8,0,3,26,24,2,0,0,6,1,3,0,2,16,15,1,0,0,6,3,2,0,1,30,25,4,1,0,0,0,0,10,10,0,0,0,0,0,0,20,15,4,1,9,3,,1219.199951171875,62,32,0,62,1,5,2.6774193548387097,1.6070968994461451,31,3,0,31,1,3,1.2903225806451613,0.58841869373753324548,6,4,0,6,2,5,4.3333333333333333,1.2110601416389967,16,16,0,16,2,5,4.0625000000000000,0.85391256382996653194,6,6,0,6,3,5,3.6666666666666667,1.0327955589886445,3,3,0,3,3,5,4.3333333333333333,1.1547005383792515,3.83,3
68812d12-2f25-426b-9edc-ee7449c625db,Registered,14,7,3,2,2,6,3,2,1,0,0,0,0,0,0,5,3,1,1,0,3,1,0,0,2,10,7,3,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,4,1,,324.7665214538574,15,10,0,15,1,5,3.2666666666666667,1.5796322658258457,6,1,0,6,1,3,1.6666666666666667,1.0327955589886445,0,0,0,0,,,,,5,5,0,5,4,5,4.2000000000000000,0.44721359549995793928,3,3,0,3,3,5,4.3333333333333333,1.1547005383792515,1,1,0,1,5,5,5.0000000000000000,,13.21,1
6ab0ea11-9cd2-492f-b750-2e83aa140f29,Registered,37,25,10,1,1,8,6,1,0,1,2,1,1,0,0,12,10,2,0,0,15,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,457.1999816894531,40,32,0,28,1,3,2.6428571428571429,0.78004205557495966694,8,2,0,8,1,3,1.7500000000000000,1.0350983390135313,2,2,0,2,3,3,3.0000000000000000,0,12,10,0,8,3,3,3.0000000000000000,0,15,15,0,10,3,3,3.0000000000000000,0,3,3,0,0,,,,,3.19,2
6b27cdbf-31cb-4354-bea2-4dbf3b6e7a7b,Registered,34,33,1,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,272.9529116153717,38,1,0,38,1,2,1.0263157894736842,0.16222142113076253818,38,1,0,38,1,2,1.0263157894736842,0.16222142113076253818,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,3.58,4
6c19dbce-e6da-4889-b90f-51c4ce2443cc,Registered,15,14,1,0,0,13,13,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,32,4,4,30,26,1,3,0,0,0,0,0,0,0,0,10,6,3,1,3,4,,456.82110595703125,16,10,0,12,1,3,1.5833333333333333,0.90033663737851999403,14,8,0,12,1,3,1.5833333333333333,0.90033663737851999403,2,2,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,2.97,4
72a5b5f8-a0b0-44d4-921e-6f6f0542e3ec,Registered,40,36,4,0,0,39,35,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,1,20,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,,304.79998779296875,52,7,0,52,1,5,1.5961538461538462,1.1071889043812339,51,7,0,51,1,4,1.5294117647058824,1.0070340843580338,1,0,0,1,5,5,5.0000000000000000,,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,3.15,2
732ce1a4-466c-4138-a7f8-9fa8e5af2da8,Registered,14,13,1,0,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,19,1,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,76.19999694824219,15,10,0,14,2,4,3.0000000000000000,0.78446454055273612770,14,9,0,13,2,4,3.0000000000000000,0.81649658092772603273,0,0,0,0,,,,,0,0,0,0,,,,,1,1,0,1,3,3,3.0000000000000000,,0,0,0,0,,,,,2.84,2
74854895-0966-4df2-86a2-413bec7225fd,Registered,12,6,4,1,1,6,4,1,0,1,5,1,3,1,0,0,0,0,0,0,1,1,0,0,0,20,17,3,0,0,0,0,0,10,7,3,0,0,0,0,0,10,10,0,0,3,2,,304.79998779296875,19,18,0,16,3,5,4.3125000000000000,0.60207972893961477401,6,6,0,6,4,4,4.0000000000000000,0,5,5,0,3,4,5,4.3333333333333333,0.57735026918962576451,0,0,0,0,,,,,1,1,0,1,3,3,3.0000000000000000,,7,6,0,6,4,5,4.8333333333333333,0.40824829046386301637,3.95,3
74d34b28-1e9b-4c7b-aee2-2cf89e9e266f,Registered,10,8,2,0,0,5,4,1,0,0,1,0,1,0,0,3,3,0,0,0,1,1,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,2,1,,215.19952774047852,10,7,3,9,1,5,3.8888888888888889,1.2692955176439847,5,3,3,4,1,4,3.0000000000000000,1.4142135623730950,1,1,0,1,4,4,4.0000000000000000,,3,3,0,3,4,5,4.6666666666666667,0.57735026918962576451,1,0,0,1,5,5,5.0000000000000000,,0,0,0,0,,,,,6.70,3
75f203d2-544f-4b2d-9d49-d257b0246b50,Registered,25,20,5,0,0,15,15,0,0,0,5,1,4,0,0,3,3,0,0,0,2,1,1,0,0,20,14,6,0,10,6,4,0,0,0,0,0,10,8,2,0,0,0,0,0,4,2,,452.73705291748047,32,22,1,27,1,5,2.7777777777777778,1.3681355458414462,17,10,0,16,1,3,1.8750000000000000,0.80622577482985496524,5,4,0,3,3,4,3.3333333333333333,0.57735026918962576451,3,2,1,3,4,5,4.3333333333333333,0.57735026918962576451,2,2,0,2,3,4,3.5000000000000000,0.70710678118654752440,4,4,0,3,5,5,5.0000000000000000,0,4.10,7
814f4169-98a1-4afa-80da-3b46be1da405,Researcher,622,448,102,35,37,477,389,59,25,4,64,14,37,0,13,34,12,5,10,7,47,33,1,0,13,60,35,7,18,0,0,0,0,30,24,0,6,0,0,0,0,30,11,7,12,57,6,,8534.399658203125,687,409,42,666,1,5,2.3138138138138138,1.0629883489221459,519,260,32,513,1,5,2.0623781676413255,1.0439594649805217,64,64,2,63,3,5,3.3968253968253968,0.63600777383366637494,34,32,3,34,2,4,3.0000000000000000,0.34815531191139567635,47,45,4,46,2,5,2.9347826086956522,0.48999654933222532104,9,8,0,9,2,5,3.1111111111111111,0.78173595997057159243,5.22,3
81cebbb1-343f-446e-b5cb-5efdf48363d6,Registered,56,36,19,0,1,30,19,11,0,0,6,3,3,0,0,14,10,4,0,0,6,4,1,0,1,20,14,5,1,10,9,0,1,10,5,5,0,0,0,0,0,0,0,0,0,15,2,,1828.7999267578125,67,65,0,61,1,5,2.6885245901639344,0.94058463391228785708,32,30,0,29,1,3,2.0689655172413793,0.45755830875564925016,6,6,0,5,2,5,3.8000000000000000,1.0954451150103322,14,14,0,14,2,5,2.9285714285714286,0.82874193016474483991,6,6,0,5,2,4,2.8000000000000000,0.83666002653407554798,9,9,0,8,2,4,3.7500000000000000,0.70710678118654752440,4.86,4
82b8e2ec-e7f0-4106-a642-cc7f49855af7,Registered,24,21,2,1,0,16,15,1,0,0,1,0,0,1,0,1,1,0,0,0,6,5,1,0,0,30,15,14,1,10,9,0,1,10,1,9,0,0,0,0,0,10,5,5,0,12,3,,1676.3999328613281,33,31,1,27,2,4,2.6296296296296296,0.68770231418432273185,17,15,0,14,2,3,2.0714285714285714,0.26726124191242438468,1,1,0,1,4,4,4.0000000000000000,,1,1,1,0,,,,,6,6,0,5,3,4,3.4000000000000000,0.54772255750516611346,8,8,0,7,3,3,3.0000000000000000,0,,
8a6334f8-1ebe-451b-a74e-d5f98a85418c,Registered,32,18,10,0,4,12,9,1,0,2,8,2,5,0,1,5,5,0,0,0,7,2,4,0,1,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,1,6,1,f,780.3797702789307,42,20,0,42,1,5,3.6428571428571429,1.5745139175806139,16,2,0,16,1,5,2.1875000000000000,1.4705441169852743,8,1,0,8,4,5,4.7500000000000000,0.46291004988627573078,5,4,0,5,4,5,4.6000000000000000,0.54772255750516611346,7,7,0,7,2,5,4.0000000000000000,1.1547005383792515,6,6,0,6,4,5,4.8333333333333333,0.40824829046386301637,4.15,2
8ad91458-8a3d-4604-84bb-72aab652940d,Registered,21,5,14,1,1,13,4,9,0,0,2,0,2,0,0,4,1,2,1,0,2,0,1,0,1,20,14,6,0,0,0,0,0,0,0,0,0,10,7,3,0,10,7,3,0,3,2,,451.8216552734375,22,21,0,17,1,3,1.5294117647058824,0.71743005397943929212,14,13,0,12,1,2,1.1666666666666667,0.38924947208076148546,2,2,0,2,2,2,2.0000000000000000,0,4,4,0,2,3,3,3.0000000000000000,0,2,2,0,1,2,2,2.0000000000000000,,0,0,0,0,,,,,6.10,2
94e81be1-7763-4dbd-9a30-eb50b19d657b,Registered,35,25,9,1,0,27,21,5,1,0,5,2,3,0,0,0,0,0,0,0,3,2,1,0,0,50,35,14,1,20,14,5,1,10,9,1,0,0,0,0,0,20,12,8,0,4,5,,457.1999816894531,43,18,0,37,1,4,2.2162162162162162,0.88616323850929704727,32,10,0,30,1,3,1.9666666666666667,0.76489049625705758019,5,3,0,5,3,4,3.2000000000000000,0.44721359549995793928,0,0,0,0,,,,,3,3,0,1,3,3,3.0000000000000000,,3,2,0,1,4,4,4.0000000000000000,,3.50,4
