user_id,city,role,n_validation_received,n_received_agree,n_received_disagree,n_received_unsure,n_received_tie,n_received_curb_ramp,n_received_curb_ramp_agree,n_received_curb_ramp_disagree,n_received_curb_ramp_unsure,n_received_curb_ramp_tie,n_received_missing_curb_ramp,n_received_missing_curb_ramp_agree,n_received_missing_curb_ramp_disagree,n_received_missing_curb_ramp_unsure,n_received_missing_curb_ramp_tie,n_received_obstacle,n_received_obstacle_agree,n_received_obstacle_disagree,n_received_obstacle_unsure,n_received_obstacle_tie,n_received_surface_problem,n_received_surface_problem_agree,n_received_surface_problem_disagree,n_received_surface_problem_unsure,n_received_surface_problem_tie,n_validation_given,n_given_agree,n_given_disagree,n_given_unsure,n_given_curb_ramp,n_given_curb_ramp_agree,n_given_curb_ramp_disagree,n_given_curb_ramp_unsure,n_given_missing_curb_ramp,n_given_missing_curb_ramp_agree,n_given_missing_curb_ramp_disagree,n_given_missing_curb_ramp_unsure,n_given_obstacle,n_given_obstacle_agree,n_given_obstacle_disagree,n_given_obstacle_unsure,n_given_surface_problem,n_given_surface_problem_agree,n_given_surface_problem_disagree,n_given_surface_problem_unsure,n_audit_mission,n_validation_mission,high_quality_manual,meters_audited,n_label,n_label_with_tag,n_label_with_description,n_label_with_severity,label_severity_min,label_severity_max,label_severity_mean,label_severity_sd,n_curb_ramp,n_curb_ramp_with_tag,n_curb_ramp_with_description,n_curb_ramp_with_severity,curb_ramp_severity_min,curb_ramp_severity_max,curb_ramp_severity_mean,curb_ramp_severity_sd,n_missing_curb_ramp,n_missing_curb_ramp_with_tag,n_missing_curb_ramp_with_description,n_missing_curb_ramp_with_severity,missing_curb_ramp_severity_min,missing_curb_ramp_severity_max,missing_curb_ramp_severity_mean,missing_curb_ramp_severity_sd,n_obstacle,n_obstacle_with_tag,n_obstacle_with_description,n_obstacle_with_severity,obstacle_severity_min,obstacle_severity_max,obstacle_severity_mean,obstacle_severity_sd,n_surface_problem,n_surface_problem_with_tag,n_surface_problem_with_description,n_surface_problem_with_severity,surface_problem_severity_min,surface_problem_severity_max,surface_problem_severity_mean,surface_problem_severity_sd,n_no_sidewalk,n_no_sidewalk_with_tag,n_no_sidewalk_with_description,n_no_sidewalk_with_severity,no_sidewalk_severity_min,no_sidewalk_severity_max,no_sidewalk_severity_mean,no_sidewalk_severity_sd,tutorial_minutes,tutorial_error_count
2c3be2fd-fd9c-4f68-8a1e-235f062943b9,pittsburgh,Registered,309,269,22,16,2,98,92,3,3,0,54,42,6,4,2,25,23,1,1,0,132,112,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,,59551.20743560791,3299,1750,78,3131,1,5,2.2331523474928138,1.5838440303784883,1772,509,2,1751,1,3,1.0828098229583095,0.29178522010062236586,70,60,0,68,1,5,3.4264705882352941,1.0121084313125631,186,175,12,179,1,5,3.7094972067039106,1.1872304064138106,453,426,27,439,1,5,2.4533029612756264,1.0433445416843104,710,580,37,694,2,5,4.4985590778097983,0.86581589866810018364,5.51,1
34f3faf8-ea08-4e7e-81db-e48138a14044,pittsburgh,Registered,12,11,1,0,0,6,6,0,0,0,2,1,1,0,0,1,1,0,0,0,3,3,0,0,0,10,9,1,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,8,1,,1066.7999572753906,52,47,0,42,1,5,3.5238095238095238,1.2344267996967353,19,15,0,18,1,4,3.0000000000000000,1.2366938848016846,4,3,0,3,3,4,3.6666666666666667,0.57735026918962576451,14,14,0,7,3,5,4.4285714285714286,0.78679579246944314580,7,7,0,6,1,4,2.6666666666666667,1.0327955589886445,8,8,0,8,3,5,4.5000000000000000,0.75592894601845445443,17.43,4
38437285-0582-4536-9041-348328923c50,pittsburgh,Registered,20,19,1,0,0,6,5,1,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,1523.9999389648438,34,15,0,34,1,5,2.9411764705882353,1.0132807942097978,14,0,0,14,1,4,2.4285714285714286,0.85163062725264013061,7,3,0,7,1,4,3.1428571428571429,1.0690449676496976,1,1,0,1,3,3,3.0000000000000000,,8,8,0,8,2,5,3.3750000000000000,1.0606601717798213,4,3,0,4,3,5,3.5000000000000000,1.00000000000000000000,4.93,3
3a0e42f3-0823-40d4-89cf-7f3181d28d3a,pittsburgh,Registered,26,24,2,0,0,10,10,0,0,0,0,0,0,0,0,5,5,0,0,0,11,9,2,0,0,20,20,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,2,,1288.1398468017578,103,70,1,95,1,5,2.5894736842105263,1.5402040265656522,42,12,0,41,1,4,1.5121951219512195,0.89782936072263183484,1,1,0,1,3,3,3.0000000000000000,,32,30,1,30,1,5,2.8666666666666667,1.5024883574816199,17,16,0,15,2,5,4.0666666666666667,0.96115010472325487310,11,11,0,8,3,5,4.2500000000000000,1.0350983390135313,6.55,0
3a6d350f-ffbe-4c39-be72-a44568688ae0,pittsburgh,Registered,28,27,0,1,0,10,10,0,0,0,6,6,0,0,0,2,2,0,0,0,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,1219.199951171875,164,106,3,160,1,5,2.7062500000000000,1.2569148362798402,89,35,1,86,1,5,1.9767441860465116,0.73527496555084770110,6,6,0,6,1,4,2.3333333333333333,1.3662601021279465,20,18,2,20,1,5,3.4500000000000000,1.3945382182304159,39,39,0,38,2,5,3.5000000000000000,0.95152793201534835732,10,8,0,10,3,5,4.7000000000000000,0.67494855771055289778,2.78,2
4cf0e199-7d46-4869-9387-5a87e5a5f5a3,pittsburgh,Registered,35,26,8,1,0,14,8,5,1,0,10,7,3,0,0,1,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,1066.7999572753906,99,39,1,95,1,5,2.4105263157894737,1.6340443029105974,47,0,0,47,1,5,1.1489361702127660,0.62480339183288965342,10,4,0,8,3,5,4.2500000000000000,1.0350983390135313,15,14,0,15,2,5,3.4666666666666667,1.2459458063579461,11,11,0,10,2,4,2.3000000000000000,0.67494855771055289778,16,10,1,15,2,5,4.4000000000000000,1.2421180068162376,4.10,2
4dd557db-39a6-400e-8016-cd9a0f4b1f49,pittsburgh,Registered,19,15,4,0,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,15,14,1,0,0,30,25,2,3,20,18,0,2,0,0,0,0,0,0,0,0,10,7,2,1,23,3,,3352.7998657226562,214,28,2,195,1,5,3.1487179487179487,0.86360303585742581909,29,0,0,28,1,4,2.6428571428571429,0.95118973121134185313,5,0,0,5,3,4,3.2000000000000000,0.44721359549995793928,38,8,0,32,1,5,3.1562500000000000,0.98731878696638513501,48,20,2,42,1,5,3.1666666666666667,1.0573013661495896,94,0,0,88,3,5,3.2954545454545455,0.62806198736995806058,9.40,2
5b74b57a-5358-4553-8811-9c7c0084d9a1,pittsburgh,Registered,146,122,14,4,6,97,85,10,2,0,28,17,3,2,6,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,,20210.848358154297,756,448,2,747,1,5,1.9772423025435074,1.1288402546717340,628,355,0,623,1,5,1.6051364365971108,0.67674220015518688761,30,7,0,29,5,5,5.0000000000000000,0,92,84,2,90,1,5,3.4111111111111111,0.97028253089643766108,0,0,0,0,,,,,6,2,0,5,5,5,5.0000000000000000,0,3.09,0
5c3dd091-aee0-4b24-9ebd-a1e1920eeb0b,pittsburgh,Registered,64,58,6,0,0,15,14,1,0,0,19,16,3,0,0,12,11,1,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,,9601.082427978516,734,422,38,704,1,5,2.2286931818181818,1.4062350477673987,346,70,24,345,1,4,1.2985507246376812,0.55575549710720842362,21,21,3,21,1,5,2.4285714285714286,1.5023790657297036,165,145,11,160,1,5,3.0625000000000000,1.2623602731072841,136,134,0,123,1,5,2.5365853658536585,1.1685263447918541,57,52,0,55,2,5,4.8727272727272727,0.47354242074224379082,4.69,0
5f7cc7dc-6403-426c-8ac2-c7cf28264e18,pittsburgh,Registered,41,31,9,1,0,16,15,1,0,0,9,6,3,0,0,5,2,3,0,0,11,8,2,1,0,50,41,5,4,20,18,1,1,10,8,2,0,0,0,0,0,20,15,2,3,12,5,,1518.3472366333008,249,147,6,154,1,5,2.1818181818181818,1.3158388832703206,77,6,0,70,1,5,1.1857142857142857,0.62072554888560650748,10,8,0,6,1,4,2.3333333333333333,1.2110601416389967,88,68,2,51,1,5,3.0980392156862745,1.1533412671154070,61,56,3,24,1,5,2.8333333333333333,1.0494995356656042,11,9,0,3,3,5,4.3333333333333333,1.1547005383792515,3.53,1
690c8995-b14f-4548-8a0c-dc71adf305f1,pittsburgh,Registered,22,20,2,0,0,10,8,2,0,0,1,1,0,0,0,0,0,0,0,0,11,11,0,0,0,30,27,3,0,10,8,2,0,0,0,0,0,0,0,0,0,20,19,1,0,6,3,,761.9999694824219,88,59,0,71,1,4,2.4929577464788732,0.99818749221662071346,43,20,0,41,1,4,1.9756097560975610,0.93508836154795500930,1,1,0,1,4,4,4.0000000000000000,,10,6,0,9,3,4,3.3333333333333333,0.50000000000000000000,29,29,0,17,2,4,3.0588235294117647,0.55571893022621130238,5,3,0,3,3,4,3.3333333333333333,0.57735026918962576451,3.10,0
7a4096ca-5e0f-4f7d-a0ec-55ae1c66829d,pittsburgh,Registered,23,20,3,0,0,3,3,0,0,0,3,2,1,0,0,7,5,2,0,0,10,10,0,0,0,60,37,23,0,10,8,2,0,20,9,11,0,0,0,0,0,30,20,10,0,4,6,,457.1999816894531,84,0,0,82,1,5,3.7317073170731707,0.77058227924187429184,3,0,0,3,1,3,2.3333333333333333,1.1547005383792515,3,0,0,3,4,4,4.0000000000000000,0,26,0,0,26,1,5,3.5384615384615385,0.94787211081534541663,31,0,0,31,2,5,3.8709677419354839,0.67041954445809368085,21,0,0,19,3,4,3.9473684210526316,0.22941573387056176590,5.69,4
7bed96bf-e288-491f-989c-47b1fc6854d1,pittsburgh,Registered,31,23,8,0,0,16,12,4,0,0,6,5,1,0,0,0,0,0,0,0,9,6,3,0,0,10,6,4,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,984.3324432373047,69,42,0,67,1,5,2.3880597014925373,1.1671673022892832,41,18,0,40,1,5,1.8750000000000000,1.0423715563744348,6,4,0,6,3,3,3.0000000000000000,0,8,6,0,8,1,5,3.0000000000000000,1.0690449676496976,9,9,0,9,1,5,3.3333333333333333,1.2247448713915890,5,5,0,4,3,4,3.2500000000000000,0.50000000000000000000,3.00,2
7c9fbdb0-0969-4e13-b47a-1628a17bd808,pittsburgh,Registered,29,24,4,1,0,10,9,1,0,0,6,5,1,0,0,3,2,1,0,0,10,8,1,1,0,10,8,1,1,0,0,0,0,0,0,0,0,10,8,1,1,0,0,0,0,8,1,,947.7691383361816,122,95,2,114,1,5,3.5000000000000000,1.3186880044564541,28,5,0,27,1,4,1.5555555555555556,0.97402153401141430717,6,6,0,5,4,5,4.2000000000000000,0.44721359549995793928,25,24,0,24,3,5,4.1250000000000000,0.61237243569579452455,48,46,2,43,3,5,3.9069767441860465,0.64785188961278917654,15,14,0,15,3,5,4.6000000000000000,0.63245553203367586640,20.29,3
7fc6d012-f7df-4896-845d-4459a4c42e27,pittsburgh,Registered,19,16,3,0,0,3,2,1,0,0,4,3,1,0,0,2,2,0,0,0,10,9,1,0,0,20,18,1,1,10,8,1,1,0,0,0,0,0,0,0,0,10,10,0,0,7,2,,761.9999694824219,133,105,3,129,1,5,3.3023255813953488,1.1011687765363694,21,4,0,21,1,4,1.8095238095238095,0.92838826032256671614,6,3,0,6,3,5,4.0000000000000000,0.63245553203367586640,71,67,2,70,2,5,3.6714285714285714,0.88007622481844334266,29,28,1,27,2,5,3.2592592592592593,0.90267093384844004005,6,3,0,5,3,4,3.8000000000000000,0.44721359549995793928,3.30,1
8859e472-8f5e-408b-a1c9-b60e62a111c5,pittsburgh,Registered,32,30,2,0,0,11,9,2,0,0,10,10,0,0,0,1,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,1142.9999542236328,136,125,0,125,1,5,2.9040000000000000,0.94548161477152359377,46,37,0,46,1,5,2.4565217391304348,1.0688835658268332,15,15,0,15,2,5,3.6000000000000000,0.73678839761300724295,48,47,0,38,2,4,2.7894736842105263,0.52802000048329993944,18,17,0,17,2,5,3.2941176470588235,0.77174363314128976820,9,9,0,9,2,5,3.7777777777777778,0.83333333333333333333,6.81,2
8a82c68e-113e-48f2-9e28-1398dcc21a05,pittsburgh,Registered,26,23,3,0,0,10,10,0,0,0,11,8,3,0,0,2,2,0,0,0,3,3,0,0,0,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,,1981.1999206542969,134,46,0,132,1,5,1.5454545454545455,0.91103193200031100346,103,15,0,101,1,3,1.1980198019801980,0.42473054941216601407,20,20,0,20,1,4,2.2000000000000000,0.69585237393845935896,8,8,0,8,2,5,3.5000000000000000,1.4142135623730950,3,3,0,3,3,5,3.6666666666666667,1.1547005383792515,0,0,0,0,,,,,2.99,1
90df79df-4887-49ef-9d0d-6594e4ca5362,pittsburgh,Registered,30,27,2,1,0,10,10,0,0,0,8,6,2,0,0,2,2,0,0,0,10,9,0,1,0,40,28,9,3,10,7,3,0,10,4,6,0,20,17,0,3,0,0,0,0,9,4,,1066.7999572753906,111,79,0,108,1,5,2.9351851851851852,1.26987487902415051277,42,12,0,42,1,4,1.8095238095238095,0.94321958331350880375,8,6,0,8,2,4,3.1250000000000000,0.83452296039628018648,31,31,0,30,2,5,3.9000000000000000,0.92288901712558833699,21,21,0,20,2,5,3.4500000000000000,0.82557794748189649826,9,9,0,8,3,4,3.7500000000000000,0.46291004988627573078,4.72,2
940bd1c9-1c18-4637-ae30-1783e367581c,pittsburgh,Registered,9,7,1,1,0,7,5,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,1066.7999572753906,92,5,0,91,1,5,2.8241758241758242,1.7987242799854110,44,0,0,43,1,4,1.2093023255813953,0.59992616747649400229,3,1,0,3,2,5,3.6666666666666667,1.5275252316519467,6,4,0,6,1,5,2.5000000000000000,1.3784048752090222,0,0,0,0,,,,,39,0,0,39,2,5,4.5897435897435897,0.81814773849061084150,3.80,0
9905f9d0-8ef1-4806-85c9-5d386fc9bf90,pittsburgh,Registered,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,70,51,18,1,10,8,2,0,10,9,1,0,10,6,4,0,40,28,11,1,2,7,,152.39999389648438,35,29,0,35,1,5,2.9142857142857143,1.4826730346678233,16,11,0,16,1,4,2.0000000000000000,0.89442719099991587856,2,1,0,2,5,5,5.0000000000000000,0,12,12,0,12,1,5,3.8333333333333333,1.4668044012461755,4,4,0,4,2,5,2.7500000000000000,1.5000000000000000,1,1,0,1,3,3,3.0000000000000000,,2.04,0
a0ebf563-d9e8-419e-bb6f-9da749440ffd,pittsburgh,Registered,5,4,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,1219.199951171875,95,21,0,72,1,5,1.6527777777777778,0.90631155017360932165,63,8,0,61,1,3,1.3606557377049180,0.51745488966820098514,13,3,0,4,2,3,2.7500000000000000,0.50000000000000000000,7,5,0,0,,,,,6,5,0,2,3,4,3.5000000000000000,0.70710678118654752440,6,0,0,5,2,5,3.6000000000000000,1.1401754250991380,3.94,2
a66a5479-2c7e-4f1c-8a26-8a01db1bdd10,pittsburgh,Registered,8,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,1066.7999572753906,15,14,0,15,1,3,1.6666666666666667,0.72374686445574588722,11,10,0,11,1,3,1.4545454545454545,0.68755165095232861878,0,0,0,0,,,,,0,0,0,0,,,,,4,4,0,4,2,3,2.2500000000000000,0.50000000000000000000,0,0,0,0,,,,,2.67,3
a66df9a4-8323-4dbd-9854-bec0ce00e092,pittsburgh,Registered,33,29,4,0,0,12,9,3,0,0,11,10,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,1219.199951171875,122,97,0,118,1,5,2.6271186440677966,1.09229320575646513418,45,20,0,45,1,4,2.0666666666666667,1.0090499582190260,14,14,0,13,2,4,2.4615384615384615,0.77625002580618479751,17,17,0,15,1,5,2.4000000000000000,0.91025898983279949336,36,36,0,35,2,5,3.1142857142857143,0.90004668413002076797,10,10,0,10,3,5,4.0000000000000000,0.81649658092772603273,3.55,2
a7c50ecd-2911-40ce-97eb-02ff5498fcc8,pittsburgh,Registered,4,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,80,72,8,0,30,26,4,0,30,26,4,0,0,0,0,0,20,20,0,0,8,8,,1062.9473419189453,48,17,5,48,1,5,2.1041666666666667,1.2588340321771476,30,4,0,30,1,4,1.4000000000000000,0.85500554545489392964,2,2,0,2,3,3,3.0000000000000000,0,6,2,5,6,4,5,4.3333333333333333,0.51639777949432225136,10,9,0,10,2,3,2.7000000000000000,0.48304589153964795245,0,0,0,0,,,,,8.80,2
a9fd443b-7e9b-4303-8bf9-71206ccd7791,pittsburgh,Registered,17,12,4,1,0,4,3,1,0,0,3,2,1,0,0,1,0,1,0,0,9,7,1,1,0,60,58,2,0,0,0,0,0,20,19,1,0,10,9,1,0,30,30,0,0,5,6,,602.7433319091797,41,25,1,28,1,5,3.5357142857142857,1.3738872361173378,12,5,0,12,1,4,2.4166666666666667,1.0836246694508317,4,0,0,4,4,5,4.7500000000000000,0.50000000000000000000,13,12,0,6,2,5,3.8333333333333333,1.1690451944500121,12,8,1,6,4,5,4.6666666666666667,0.51639777949432225136,0,0,0,0,,,,,7.56,2
ae6b1b5f-bf3a-4be0-bc3e-5c19e703630b,pittsburgh,Registered,38,30,5,3,0,10,10,0,0,0,7,6,1,0,0,11,7,1,3,0,10,7,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,8,1,,1066.7999572753906,192,132,0,189,1,5,2.2592592592592593,1.05259632473833000455,54,3,0,53,1,3,1.2641509433962264,0.55990876304250248441,7,4,0,7,1,4,2.4285714285714286,1.2724180205607035,86,81,0,86,1,5,2.4186046511627907,0.72704261998333345448,36,36,0,34,1,5,3.1176470588235294,1.1745974392893195,9,8,0,9,2,4,3.2222222222222222,0.66666666666666666666,3.10,2
